@relation converted_data
@attribute a01 numeric
@attribute a02 numeric
@attribute a03 numeric
@attribute a04 numeric
@attribute a05 numeric
@attribute a06 numeric
@attribute a07 numeric
@attribute a08 numeric
@attribute a09 numeric
@attribute a10 numeric
@attribute a11 numeric
@attribute a12 numeric
@attribute a13 numeric
@attribute a14 numeric
@attribute a15 numeric
@attribute a16 numeric
@attribute a17 numeric
@attribute a18 numeric
@attribute a19 numeric
@attribute a20 numeric
@attribute a21 numeric
@attribute a22 numeric
@attribute a23 numeric
@attribute a24 numeric
@attribute a25 numeric
@attribute a26 numeric
@attribute a27 numeric
@attribute a28 numeric
@attribute a29 numeric
@attribute a30 numeric
@attribute a31 numeric
@attribute a32 numeric
@attribute a33 numeric
@attribute a34 numeric
@attribute a35 numeric
@attribute a36 numeric
@attribute a37 numeric
@attribute a38 numeric
@attribute a39 numeric
@attribute a40 numeric
@attribute a41 numeric
@attribute a42 numeric
@attribute a43 numeric
@attribute a44 numeric
@attribute a45 numeric
@attribute a46 numeric
@attribute a47 numeric
@attribute class {0,1,2,3,4,5,6,7,8,9}
@data
0.09,2.55,23.87,95.37,136.34,476.1,235.39,0.08,1.89,16.69,55.28,135.63,45.89,0.3,6.95,53.45,57.43,336.58,34.45,0.24,4.74,26.78,98.17,93.85,0.97,18.66,40.79,139.53,213.17,0.67,8.56,51.08,136.21,3.12,24.4,191.65,55.38,1.37,17.7,131.78,6.06,156.92,315.04,3.14,84.54,49.79,494.58,6
0.07,1.94,16.81,65.92,178.44,282.12,42.05,0.02,1.77,27.45,107.05,168.17,95.92,0.23,4.68,32.41,110.59,163.53,101.6,0.22,8.38,61.29,125.05,133.91,0.63,10.25,62.7,131.33,150.31,1.24,22.38,77.55,169.1,1.59,26.13,202.15,42.97,3.97,34.91,210.03,5.42,145.05,348.25,7.97,164.9,43.42,458.3,6
0.04,1.02,25.1,112.43,185.78,281,41.57,0.11,2.25,7.29,101.49,33.41,84.65,0.12,7.37,61.39,136.18,165.9,140.32,0.29,2.35,69.36,113.9,134.59,1.03,21,77.33,196.96,190.16,0.36,28.12,127.6,230.48,3.45,29.67,259.07,52.17,5.33,73.08,277.43,5.68,176.03,424.46,18.43,203.74,51.6,557.21,6
0.07,1.78,16.85,58.91,14.83,381.61,98.32,0.08,0.8,8.25,61.63,175.07,78.48,0.21,4.93,35.37,84.41,202.01,77.08,0.12,2.57,33.74,99.34,149.83,0.69,12.82,87.64,184.29,123.29,0.4,12.99,42.49,188.46,2.19,44.55,281.06,119.2,2.46,17.44,179.72,9.94,199.67,487.09,4.53,116.77,59.58,604.73,6
0.2,3.86,44.56,179.13,115.36,92.11,244.13,0.09,1.65,11.64,128.39,192.24,171.26,0.49,13.62,106.48,144.72,36.79,114.28,0.2,3.43,67.24,144.15,140.27,1.98,38.81,120.48,229.7,12.69,0.5,23.16,94.41,36.93,6.69,58.79,310.46,98.27,3.95,44.06,125.88,13.09,213.21,385.43,10.19,130.89,63.28,507.98,6
0.02,0.53,11.73,53.93,72.62,384.07,47.57,0.12,2.82,29.68,129.48,232.64,139.34,0.07,3.39,31.69,30.71,242.31,66.45,0.35,8.74,66.62,152.83,161.87,0.47,11.3,44.09,105.2,93.23,1.26,22.46,71.18,107.62,1.91,25.42,163.64,97.74,3.76,22.09,125.13,5.99,127.31,383.27,3.66,117.76,39.39,472.94,6
0.07,1.72,15.9,66.17,70.43,287.28,158.67,0.08,2.61,25.36,77.65,85.85,52.39,0.21,4.91,44.17,135.33,151.77,40.96,0.34,7.98,49.61,111.37,108,0.71,16.8,123.88,229.16,0.06,1.21,19.38,88.99,165.78,2.94,60.47,298.25,169.01,3.59,43.62,173.09,13.24,200.28,432.43,10.13,115.79,58.43,502.62,6
0.04,0.86,6.02,39.35,121.24,370.32,26.42,0.05,1.95,29.45,96.18,96.21,100.08,0.11,2.07,20.62,30.82,216.54,221.61,0.26,9.46,61.25,78.01,132.19,0.32,7.02,13.84,158.35,322.88,1.45,24.38,74.28,197.72,1.16,13.15,248.78,79.31,4.6,42.98,224.66,3.59,180.26,337.68,11.03,164.14,54.19,520.35,6
0.04,2.66,41.21,124.75,150.18,362.57,168.43,0.18,2.2,24.3,113.04,105.27,116.57,0.33,12.15,68.49,91.34,234.13,33.78,0.32,8.39,74.12,109.01,123.98,1.72,23.74,47.61,181.57,52.73,1.35,29.8,110.54,100.45,3.96,17.81,246.72,102.33,5.66,64.19,184.45,3.4,177.12,405.13,16.5,174.33,53.48,519.82,6
0.05,2.23,30.2,106.54,145.56,253.06,138.09,0.12,0.71,32.74,147.01,144.21,119.18,0.27,8.75,55.93,87.43,147.09,24.38,0.13,10.51,86.58,118.89,123.94,1.22,18.74,46.38,175.34,55.99,1.61,32.52,90.59,137.25,3.05,17.95,246.62,88,5.91,47.28,196.09,3.53,171.95,368.13,11.66,169.26,51.06,473.95,6
0.05,1.18,12.09,78.64,57.04,307.74,131.53,0.16,4.3,34.61,115.48,225.19,157,0.15,3.47,42.04,101.7,137.05,14.24,0.54,10.4,60.41,141.67,115.31,0.48,14.25,92.05,161.48,20.71,1.52,20.73,65.37,71.97,2.33,44.83,253.63,170.41,3.53,20.35,142.61,9.81,178.72,461.08,3.32,130.01,53.08,540.13,6
0.05,1.17,9.12,31.24,121.75,421.84,150.65,0.09,2.94,26.39,98.22,132.61,55.29,0.14,2.63,13.85,81.69,244.09,67.89,0.37,8.41,58.93,114.7,90.36,0.37,3.99,58.25,166.87,137.1,1.27,22.09,82.59,144.71,0.57,27.33,235.43,86.29,3.98,40.01,187.55,5.94,166.95,431.28,9.37,145.54,49.7,544.15,6
0.01,0.67,13.41,64.73,36.11,338.43,21.36,0.05,1.17,16.41,87.26,208.09,141.95,0.08,3.72,37.21,101.76,168.48,83.7,0.14,4.4,40.64,125.71,121.6,0.5,13,89.6,146.14,60.19,0.59,12.68,55.8,110.41,2.16,42.55,217.62,176.28,2,16.59,137.92,9.15,151.57,467.75,2.53,108.97,44.64,529.24,6
0.01,0.31,5.54,36.81,41.99,311.91,129.37,0.12,3.8,32.59,111.9,215.55,332.73,0.04,1.51,17.55,77.11,128.31,220.01,0.47,9.78,57.77,138.22,269.34,0.21,5.45,65.22,101.33,171.47,1.43,19.56,67.07,87.23,0.84,30.67,204.28,111.38,3.29,23.8,77.35,6.57,148.25,457.43,4.73,110.93,44.29,550.67,6
0.02,0.61,7.71,39.45,20.5,294.29,90.07,0.09,2.96,29.24,109.85,236.08,135.2,0.07,2.25,22.51,50.31,149.74,31.64,0.36,8.58,54.74,135.77,141.71,0.31,7.88,57.32,125.51,66.34,1.23,18.05,52.78,110.52,1.31,29.63,204.48,115,2.98,12.36,154.85,6.63,146.29,388.04,1.53,137.94,43.64,468.84,6
0.05,2.21,19.48,61.99,148.61,404.85,21.55,0.11,0.22,24.41,104.59,116.12,176.27,0.26,5.59,31.69,77.2,285.46,138.01,0.04,7.81,70.8,122.52,159.5,0.77,10.48,26.1,163.9,165.5,1.19,28.46,107.26,101.96,1.69,4.93,159.23,43.53,5.36,57.61,126.27,0.58,111.99,343.15,14.21,114.57,33.79,443.77,6
0.03,0.82,7.64,30.09,20.44,228.97,123.75,0.05,2.38,28.52,120.37,236.34,192.98,0.09,1.94,14.85,62.12,68,0.82,0.3,8.44,61.44,134.94,206.29,0.25,4.73,61.55,170.47,25.28,1.22,21.02,54.57,155.64,0.74,30.6,248.53,175.44,3.6,16.69,151.14,6.73,169.04,460.99,3.51,124.41,49.33,530.82,6
0.05,1.48,13.76,68.5,84.69,240.01,178.29,0.05,2.12,21.46,96.83,299.58,177.11,0.17,3.79,35.39,87.57,109.18,43.14,0.25,6.18,47.2,189.89,159.48,0.51,11.65,70.42,105.75,15.22,0.88,15.42,89.58,64.16,1.87,33.35,192.38,140.62,2.54,29.89,91.24,7.22,139.35,393.89,5.5,99.66,41.76,465.42,6
0.02,2.36,31.49,103.39,131.4,186.94,197.97,0.17,2.2,10.81,89.93,219.52,156.1,0.28,8.96,52.5,101.17,54.03,88.46,0.28,3.55,60.01,110.57,156.02,1.23,17.2,62.57,144.72,0.46,0.55,25.19,86.04,81.24,2.75,25.91,230.31,108.33,4.92,54.04,100.74,5.24,162.66,344.47,14.62,105.7,48.48,431.49,6
0.03,1.09,11.75,63.24,200.31,237.86,107.26,0.02,1.09,18.01,85.52,67.21,100.06,0.13,3.16,27.9,123,146.45,265.37,0.14,5.59,51.29,72.28,165.73,0.42,8.1,61.25,175.66,281.26,0.84,19.35,71.82,219.37,1.17,22.52,228.7,28.59,3.51,40.59,249.77,4.37,154.71,329.83,10.22,187.24,45.23,465.65,6
0.02,0.15,3.91,29.91,104.78,388.04,24.1,0.07,1,4.58,38.73,144.75,118.57,0.02,1.22,17.29,27.99,216.7,208.27,0.14,1.77,17.07,102.4,157.89,0.18,6.39,40.79,154.59,245.26,0.3,5.8,54.42,194.42,1.11,24.57,226.58,30.41,1.06,21.18,186.33,5.86,160.05,414.36,4.51,123.01,47.45,542.82,6
0.03,0.78,9.83,40.59,51.19,148.02,124.94,0.08,2.78,30.03,119.16,186.72,153.39,0.09,2.72,19.89,34.94,25.57,37.6,0.35,8.71,56.27,86.92,157.33,0.37,6.3,40.82,146.84,15.24,1.24,17.81,17.22,134.3,0.98,21.99,215.96,112.33,2.85,6.12,182.72,5.03,148.45,336.82,3.13,160.05,43.65,408.17,6
0.02,1.28,12.19,22.2,110.99,322.08,159.41,0.07,3.32,35.33,135.85,170.9,102.19,0.16,3.69,10.03,74.05,170.72,19.29,0.43,11.19,78.04,133.93,131.87,0.53,3.04,62.71,213.23,102.83,1.7,28.64,86,153.89,0.47,31.42,298.72,95.52,5.1,39.29,188.71,7.01,206.01,438.22,9.03,151.42,60.75,559.77,6
0.02,0.4,6.56,21.54,109.82,304.98,30.11,0.09,2.77,34.13,123.7,94.63,93.18,0.06,1.92,11.42,51.48,161.4,216.73,0.35,10.2,66.09,61.41,185.39,0.27,4.01,45.59,144.8,277.66,1.48,22.87,25.91,231.67,0.68,24.69,238.52,48.9,3.9,8.39,234.77,5.72,171.65,319.34,2,169.09,51.4,473.41,6
0.01,0.72,11.67,59.28,155.33,317.86,6.19,0.1,1.29,13.09,92.68,35.66,64.97,0.1,3.7,31.91,74.27,204.23,227.68,0.16,4.62,68.5,114.95,119.19,0.55,10.89,24.05,127.84,332.75,0.75,29.02,130.89,207.75,1.79,6.09,212.51,109.95,5.64,75.78,233.29,1.3,158.98,288.76,19.24,163.6,48.48,474.38,6
0.04,1.01,9.1,42.6,39.81,261.61,181.53,0.03,1.73,24.63,112.6,261.9,202.58,0.11,2.36,20.82,67.69,84.48,3.64,0.21,7.25,59.52,159.39,184.17,0.3,6.64,57.82,163.07,54.83,1.04,20.35,69.34,86.12,1.04,27.41,245.18,146.54,3.43,19.61,142.98,5.91,167.7,454,2.79,142.33,49,540.47,6
0.05,1.66,14.96,50.93,63.2,233.21,81.11,0.09,2.24,24.63,76.18,121.64,140.31,0.2,4.54,34.08,109.16,110.55,28.98,0.31,8.52,52.36,47.19,184.58,0.65,13.02,103.58,215.47,71.22,1.37,22.51,29.54,207.52,2.29,51.47,289.78,99.48,4.46,23.88,181.99,11.39,196.19,376.75,7.12,109.21,57.48,469.43,6
0.04,1.59,32,137.75,247.75,232.41,59.91,0.08,1.34,26.34,92.63,78.13,61.03,0.2,9.64,76.14,189.89,192.03,225.35,0.2,9.1,59.39,76.58,73.1,1.38,26.37,110.57,189.57,315.01,1.47,23.47,75.02,159.29,4.38,43.12,250.33,110.35,4.4,42.84,215.91,8.35,178.21,277.44,10.89,177.02,53.79,468.23,6
0.06,2.73,27.56,63.31,90.28,497.21,223.56,0.05,1.05,7.53,69.93,124.2,105.41,0.33,8.02,33.09,30.31,300.99,7.67,0.12,2.11,34.88,100.37,71.84,1.12,11.08,41.2,124.43,162.9,0.3,11.49,60.55,66.24,1.8,23.9,234.41,7.97,1.9,25.35,95.9,5.62,182.54,338,5.45,80.74,56.31,494.51,6
0.07,2.34,24.94,67.06,26.3,270.78,130.83,0.1,2.6,29.62,104.47,206.05,134.56,0.28,7.5,43.22,44.03,170.76,5.01,0.33,9.08,58.39,125.87,145.44,1.07,16.12,54.19,170.47,73.5,1.35,21.01,57.18,87.48,2.79,29.07,230.94,70.51,3.69,18.83,108.61,6.66,161.27,342.48,3.55,106.69,47.98,445.36,6
0.03,0.85,21.55,68.07,92.49,422.97,151.42,0.18,4.86,19.47,49.84,26.21,58.17,0.11,6.48,40.94,49.16,244.09,71.74,0.62,5.76,40.62,114.18,66.13,0.93,14.92,29.68,168.01,156.96,0.83,18.09,127.17,180.74,2.56,13.32,258.47,85.42,3.62,73.11,220.6,2.85,187.22,483.8,18.52,159.39,56.28,625.3,6
0.01,0.22,5.5,19.96,18.86,249.32,56.15,0.09,3.3,36.15,132.15,208.14,293.17,0.03,1.8,14.33,67.52,51.84,146.4,0.42,10.99,71.83,133.41,262.15,0.27,5.73,61.65,180.11,120.23,1.62,25.37,67.79,107.27,1.03,29.86,258.08,134.33,4.41,26.42,53.71,6.51,173.63,460.61,5.72,93.15,50.39,546.77,6
0.05,0.65,9.51,56.71,133.43,276.33,44.31,0.02,1.76,27.76,120.18,213.68,92.43,0.08,2.81,27.46,64.07,153.03,69.16,0.23,8.53,63.32,146.16,160.46,0.4,8.74,23.47,127.22,89.22,1.27,21.89,82.62,171.87,1.38,7.99,194.92,113.4,3.75,36.14,202.12,1.77,139.05,407.39,8.35,168.12,41.52,495.01,6
0.03,1.22,14.07,60.82,55.24,211.23,156.4,0.08,2.48,27.55,130.77,227.42,168.17,0.14,3.93,33.16,83.52,91.76,9.59,0.31,8.17,68.41,147.14,123.34,0.53,11.27,71.46,217.84,23.87,1.18,23.55,74.77,92.05,1.84,33.93,276.53,185.26,4.02,27.54,152.63,7.32,180.96,483.93,5.45,130.87,51.97,555.82,6
0.02,0.43,8.91,41.08,44.87,246.53,233.68,0.07,2.3,23.26,118.82,197.24,149.82,0.05,2.3,24.43,77.72,106.34,88.15,0.28,6.61,56.43,118.91,120.2,0.3,8.71,75.99,189.26,32.44,0.93,17.87,52.97,86.03,1.46,37.69,256.75,196.73,2.85,17.07,140.6,8.28,172.13,451.22,3.22,123.95,49.96,508.93,6
0.03,0.55,7.78,26.75,82.18,259.49,51.84,0.06,0.66,10.38,105.34,112.04,148.73,0.07,2.27,19.73,59.52,123.91,199.63,0.08,2.74,52.39,100.28,208.12,0.32,7.79,64.59,193.06,221.35,0.36,17.27,63.95,229.78,1.38,33.9,261.48,8.47,2.85,27.12,197.23,7.65,175.72,337.97,5.76,117.96,51.05,456.47,6
0.04,0.94,6.27,31.95,93.17,403.47,48.61,0.04,1.46,20.97,92.54,167.36,130.86,0.1,1.61,13.7,51.86,244.39,114.93,0.18,6.14,48.35,108.19,147.15,0.21,4,33.62,110.18,155.26,0.88,16.38,53.71,97.09,0.59,16.1,150.17,32.62,2.74,20.05,130.27,3.59,112.42,310.3,4.19,120.75,34.15,405.48,6
0.02,1.04,14.4,80.99,100.61,218.7,159,0.09,2.47,22.01,98.66,238.96,203.03,0.12,4.1,43.19,117.1,57.5,1.25,0.3,6.52,49.96,137.97,151.06,0.56,14.54,88.67,201.18,40.08,0.95,16.63,56.44,50.09,2.36,40.27,275.56,176.68,2.76,15.22,159.71,8.53,184.56,496.18,2.34,156.58,53.59,580.58,6
0.04,1.52,17.72,70.1,128.85,403.24,55.87,0.03,1.45,21.96,85.82,141.2,188.13,0.17,4.72,33.36,97.13,243.51,79.2,0.18,6.56,49.63,100.5,139.43,0.62,10.37,68.97,153.96,85.93,0.95,18.23,71.71,86.43,1.59,31.61,210.63,149.08,3.25,36.82,162.97,6.77,150.84,466.92,9.01,147.54,45.17,550.18,6
0.03,0.44,1.88,35.46,82.83,336.71,102.32,0.07,2.42,25.36,93.25,144.88,141,0.05,0.38,17.49,79.85,166.21,21.16,0.29,7.26,46.56,76.18,130,0.04,5.6,62.1,130.52,31.55,1.02,15.48,25.75,100.49,0.88,28.46,185.28,148.46,2.58,5.41,133.65,6.01,127,383.62,1.18,113.02,37.04,433.46,6
0.06,2.18,26.2,117.43,154.48,191.5,28.97,0.11,2,11.87,26.85,61.52,69.32,0.26,7.35,62.04,140.68,60.12,145.83,0.25,3.82,13.99,78.32,139.45,1,20.87,101.17,138.89,191.36,0.59,4.65,69.16,214.12,3.4,45.76,226.33,12.18,0.77,36.45,264.29,9.74,160.44,286.21,8.86,203.47,47.85,410.19,6
0.03,0.9,4.86,18.09,141.46,275.99,97.52,0.01,0.52,17.39,109.2,52.62,55.62,0.1,1.22,7.82,44.14,172.04,308.67,0.07,5.69,65.92,66.46,129.06,0.15,2.56,12.02,151.5,367.53,0.88,25.06,70.88,209.88,0.43,11.95,221.84,114.85,4.57,40.65,238.2,3.37,157.66,280.91,10.29,171.81,47.08,454.96,6
0.03,1.09,15.9,82.89,173.15,361.58,100.88,0.09,1.16,14.22,109.34,120.63,93.26,0.13,4.42,40.84,115.71,206.99,92.87,0.14,4.29,65.61,120.18,95.94,0.6,12.98,60.49,172.75,136.99,0.63,24.58,99.96,144.4,2.02,21.88,218.82,87.09,4.42,51.7,200.96,4.04,147.88,410.49,12.44,158.7,43.09,509.77,6
0.05,0.92,6.88,28.51,53.11,287.4,125.76,0.05,1.89,19.5,82.19,237.5,163.57,0.1,1.8,14.32,46.29,118.64,4.15,0.23,5.83,41.11,126.43,125.54,0.23,4.59,40.08,103.61,17.3,0.85,14.05,44.72,82.8,0.72,19.69,181,179.88,2.42,10.17,166.2,4.33,127.88,441.19,1.94,148.9,37.74,495.21,6
0.05,1.32,18.04,84.87,46.94,303.78,32.49,0.09,1.9,17.41,91.35,179.8,133.41,0.16,5.14,47.52,94.42,144.58,181.8,0.24,5.1,48.97,119.58,153.96,0.71,16.42,82.43,176.37,169.03,0.73,17.1,64.57,174.93,2.71,39.37,244.81,105.97,2.94,25.6,192.39,8.52,166.13,458.97,5.37,139.7,48.45,557.66,6
0.1,2.62,31.64,104.05,101,327.37,130.63,0.21,2.3,33.88,126.67,182.83,95.39,0.33,9.6,60.04,59.33,191.29,9.27,0.35,11.69,78.74,153.19,117.03,1.39,21.59,27.26,182.16,43.91,1.89,30.96,115.08,89.82,3.7,8.18,253.27,149.81,5.83,59.15,190.33,1.21,178.13,474.38,14.49,187.47,53.18,580.32,6
0.02,0.64,8.51,38.19,51.48,374.25,130.64,0.07,2.29,27.12,131.75,201.73,168.07,0.06,2,20.31,35.56,227.93,19.34,0.29,8.25,74.59,153.06,133.64,0.24,6.97,46.49,140.28,32.49,1.22,27.05,96.35,82.94,1.16,25.28,180.46,180.18,4.78,43.5,132.01,5.79,127.91,459.52,9.9,117.3,38.15,518.99,6
0.04,1.34,12.62,63.83,83.2,245.53,193.17,0.05,1.77,22.61,111.35,292.46,194.53,0.16,3.72,36.07,115.63,74.94,15.93,0.22,6.52,55.63,193.24,155.49,0.52,12.57,93.89,161.5,57.96,0.93,18.57,97.76,61.1,2.09,43.84,252.2,123.68,3.11,35.05,91.15,9.4,174.95,421.75,6.71,92.69,51.51,514.16,6
0.15,1.76,22.02,134.72,101.75,64.96,125.29,0.38,6.55,51,163.66,147.85,129.14,0.25,7.03,80.22,144.13,57.33,29.1,0.9,17.44,104.91,108.72,87.42,1.06,29.55,122.26,236.7,87.26,2.81,41.92,59.46,84.82,5.15,59.95,319.93,27.72,7.96,21.84,179.74,13.39,221.6,330.48,4.24,165.02,66.18,477.85,6
0.05,1.72,19.14,79.64,75.92,334.58,55.52,0.07,1.44,14.73,71.1,222.98,245.54,0.19,5.25,43,113.39,139.85,94.29,0.18,4.21,35.83,142.4,164.59,0.7,14.56,88.84,96.41,84.16,0.59,11.99,69.8,58.38,2.37,40.39,183.52,151.51,2.01,24.17,99.28,8.51,131.23,440.58,4.47,93.1,38.85,503.51,6
0.06,0.48,8.8,38.11,37.82,217.74,143.19,0.06,3.96,55.88,181.12,206.86,133.09,0.05,3.17,26.39,35.87,118.23,31.38,0.51,17.52,104.69,124.09,130.83,0.5,10.34,32.45,224.8,27.13,2.64,38.64,51.45,89.78,1.85,15.7,290.99,150.31,6.92,13.04,176.27,3.39,194.73,454.05,1.51,171.35,56.75,551.11,6
0.02,0.21,7.13,53.66,45.52,269.86,101.14,0.09,2.78,26.14,114.62,235.79,187.98,0.03,2.02,28.8,79.47,105.85,53.84,0.35,7.89,59.41,140.63,160.58,0.28,9.77,68.65,192.43,75.57,1.16,20.19,57.7,89.33,1.6,32.79,266.02,164.07,3.41,14.64,169.45,7.1,179.09,497.82,1.9,160.65,52.08,585.63,6
0.01,0.83,13.26,70.2,93.66,308.6,1.9,0.07,1.78,16.16,76.09,111.8,93.79,0.1,3.73,39.92,129.37,162.52,132.7,0.21,4.48,35.33,77.66,163.38,0.51,13.92,105.39,188.69,121.46,0.62,11.04,45.74,191.77,2.31,48.8,244.71,110.68,1.75,19.58,176.59,10.37,163.39,405.21,4.29,114.27,47.33,482.08,6
0.06,2.14,27.99,91.96,48.54,228.58,33.91,0.05,1.21,27.54,137.32,226.94,163.61,0.26,8.32,54.31,30.35,114.83,61.06,0.16,8.42,72.1,140.51,202.42,1.18,19.47,45.56,126.75,126.27,1.25,24.78,64.67,160.67,3.3,25.71,224.7,30.64,4.21,22.86,162.3,6.02,164.94,326.25,4.85,142.76,49.98,449.76,6
0.1,1.9,27.78,132.09,137.15,162.59,175.57,0.16,3.68,10.42,96.95,246.57,182.18,0.23,8.09,72.3,121.09,32.25,40.08,0.48,3.37,54.12,159.35,172.14,1.13,24.86,80.29,154.34,49.6,0.53,20.22,102.94,92.94,4.11,34.38,233.11,92.29,3.71,52.25,134.44,7.09,162.01,370.11,12.97,128.99,47.94,473.1,6
0.03,0.78,9.83,40.59,51.19,148.02,124.94,0.08,2.78,30.03,119.16,186.72,153.39,0.09,2.72,19.89,34.94,25.57,37.6,0.35,8.71,56.27,86.92,157.33,0.37,6.3,40.82,146.84,15.24,1.24,17.81,17.22,134.3,0.98,21.99,215.96,112.33,2.85,6.12,182.72,5.03,148.45,336.82,3.13,160.05,43.65,408.17,6
0.05,1.72,19.14,79.64,75.92,334.58,55.52,0.07,1.44,14.73,71.1,222.98,245.54,0.19,5.25,43,113.39,139.85,94.29,0.18,4.21,35.83,142.4,164.59,0.7,14.56,88.84,96.41,84.16,0.59,11.99,69.8,58.38,2.37,40.39,183.52,151.51,2.01,24.17,99.28,8.51,131.23,440.58,4.47,93.1,38.85,503.51,6
0.04,0.98,7.27,18.54,93.08,430.26,53.61,0.06,2.26,21.02,71.55,112.29,162.43,0.11,1.86,9.07,36.88,253.46,103.91,0.28,6.51,42.68,93.54,113.74,0.24,3,40.02,128.91,106.84,0.97,15.99,73.59,104.48,0.49,22.78,189.07,143.93,2.89,38.75,195.07,5.35,139.78,473.15,9.54,170.35,42.3,558.03,6
0.04,1.02,6.54,23.94,15.59,148.04,100.31,0.03,2,26.36,107.16,166.18,154.59,0.11,1.7,13.78,71.17,95.22,3.33,0.23,7.28,50.83,76.95,108.75,0.22,4.83,64.87,216.49,13.5,1,16.17,19.79,98.78,0.8,30.96,253.57,156.2,2.6,5.75,166.87,6.65,161.21,392.91,2.26,143.14,45.7,447.05,6
0.08,1.91,36.25,116.21,129.98,336.7,59.17,0.19,3.76,3.71,86.92,112.96,81.91,0.22,10.31,63.94,70.1,209.96,59.76,0.48,1.09,54.95,121.9,95.65,1.42,22.07,43.55,124.74,101.72,0.16,21.48,115.51,155.34,3.66,20.45,193.41,81.38,3.99,63.81,223.47,4.52,144.35,377.17,15.89,180.66,44.06,480.61,6
0.03,1.08,12.8,62.49,125.4,293.87,82.32,0.07,2.31,23.8,88.99,111.24,80.5,0.12,3.38,30.26,97.74,135.04,56.51,0.28,7.07,48.1,77.43,121.79,0.44,9.56,69.47,151.87,72.87,1.02,16.84,52.44,191.01,1.49,31.46,221.14,137.4,2.9,25.6,235.08,6.67,151.51,423.79,6.07,176.05,44.29,497.19,6
0,0.28,3.83,20.77,40.17,334.03,85.14,0.1,2.87,25.79,110.8,220.26,200.46,0.03,0.8,11.22,43.77,172.53,64.3,0.35,7.55,55.83,132.38,176.29,0.08,3.85,46.08,143.66,79.44,1.08,18.51,56.39,105.59,0.63,23.53,206.19,139.38,3.06,15.52,148.72,5.24,142.82,433.39,2.16,135.26,41.96,507.71,6
0.03,0.77,6.61,22.94,22.21,318.66,46.29,0.04,1.54,19.62,102.42,270.14,195.16,0.09,1.77,9.95,45.9,145.15,74.31,0.19,5.46,45.74,157.39,227.92,0.23,2.85,46.08,103.5,81.23,0.75,13.64,59.01,145.1,0.41,23.11,185.76,122.1,2.07,11.62,88.39,5.11,133.43,395.75,0.83,86.86,39.7,467.68,6
0.01,1.17,14.87,32.41,112.73,284.72,25.58,0.07,3.93,32.69,85.77,185.83,110.52,0.15,4.63,17.83,50.53,181.71,60.51,0.51,10.41,44.42,92.92,148.47,0.67,6.37,30.91,111.71,95.38,1.58,15.15,30.27,139.03,1.09,15.71,173.25,60.23,2.57,15.75,173.02,3.62,129.02,314.85,5.05,155.13,39.34,406.54,6
0.04,0.64,6.07,39.94,32.11,236.29,203.44,0.11,2.63,22.65,88.56,230.94,155.3,0.07,1.39,20.5,75.24,70.78,46.85,0.32,6.56,43.78,137.33,99.47,0.16,6.77,64.59,122.91,1.87,0.93,14.47,64.75,31.6,1.09,30.33,192.49,157.58,2.4,23.45,128.82,6.48,131.66,382.82,4.83,120.52,38.35,431.96,6
0.1,2.54,26.44,121.35,159.58,239.03,263.34,0.03,1.11,5.75,78.29,252.52,215.8,0.3,7.72,67.01,148.69,87.09,100.67,0.12,1.08,36.06,152.51,192.26,1.08,23.12,103.59,147.88,0.93,0.09,11.01,76.97,62.3,3.83,45.89,242.24,151.36,1.69,31.87,128.74,9.66,172.03,439.57,7.31,141.01,51.33,533.34,6
0.04,1.3,15.21,61.47,61.25,362.85,9.06,0.03,0.92,12.26,67.5,184.15,114,0.15,4.1,33.18,59.19,202.8,127.15,0.11,3.28,33.03,124.48,84.05,0.54,11.27,58.52,111.38,99.03,0.44,10.69,67.16,103.86,1.84,29.37,158.96,127.02,1.74,26.3,149.02,6.48,113.77,393.49,5.44,117.36,33.85,451.64,6
0.02,1.29,15.03,33.27,40.37,416.26,69.62,0.04,0.74,26.19,127.38,254.33,191.74,0.15,4.29,19.57,19.16,243.63,91.87,0.09,7.74,69.45,164,190.23,0.59,6.91,31.01,94.46,143.6,1.12,24.55,76.54,85.87,1.15,17.43,181.16,66.55,4.26,25.62,119.11,4.04,140.99,395.86,4.96,128.56,43.4,510.37,6
0.02,0.62,2.83,13.52,124.96,318.64,33.25,0.05,0.76,11.58,92.18,78.21,70,0.07,0.72,8.18,81.06,165.95,255.73,0.09,3.6,52.3,100.87,166.68,0.09,3.1,61.35,184.53,296.03,0.54,18.94,82.3,243.62,0.54,29.63,260.7,17.33,3.34,40.73,242.76,6.51,178.59,382.94,9.49,157.59,52.28,530.34,6
0.05,1.81,19.75,85.38,135.01,388.28,173.06,0.06,1.79,20.47,87.16,151.6,223.55,0.21,5.5,43.52,104.01,245.17,25.03,0.22,6.27,51.73,116.96,201.82,0.74,14.16,65.4,99.57,48.01,0.93,19.18,75.48,101.05,2.25,27.58,145.43,94.57,3.43,34.5,101.83,5.66,113.39,341.88,7.87,101.33,35.01,422.47,6
0.04,2.51,29.69,87.64,122.76,350.28,83.02,0.05,1.75,30.9,124.94,164.46,225.03,0.3,8.43,45.44,75.15,188.11,56.19,0.24,9.89,74.03,129.18,179.49,1.16,15.06,43.99,152.2,105.45,1.51,27.77,92.55,59.02,2.43,18.52,225.95,85.43,5.03,46.39,130.05,3.83,159.85,389.33,11.19,136.95,47.56,492.2,6
